source_taxon_name,target_taxon_name
Hysterobrevium smilacis,Quercus
Hysterobrevium mori,Quercus
Hysterographium vulvatum,Quercus heterophylla
Hysterographium vulvatum,Quercus
Hysterobrevium mori,Quercus
Gloniopsis subrugosa,Quercus
Gloniopsis subrugosa,Quercus
Angelina rufescens,Quercus
Angelina rufescens,Quercus
Colpoma quercinum,Quercus
Colpoma quercinum,Quercus
Colpoma quercinum,Quercus
Lophodermium punctiforme,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus laurifolia
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus alba
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus pubescens
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus robur
Hysterium pulicare,Quercus robur
Hysterium pulicare,Quercus virginiana
Hysterium pulicare,Quercus muehlenbergii
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus rubra
Hysterium pulicare,Quercus gomeziana
Hysterium pulicare,Quercus nigra
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus
Hysterium pulicare,Quercus robur
Hysteropatella prostii,Quercus
Hysterium pedicellatum,Quercus
Anteaglonium parvulum,Quercus
Anteaglonium parvulum,Quercus
Hysterobrevium mori,Quercus
Hysterium magnisporum,Quercus
Hysterium magnisporum,Quercus
Lophodermium maculare,Quercus
Glonium lineare,Quercus
Hysterium insidens,Quercus
Hysterium insidens,Quercus
Hysterium insidens,Quercus
Hysterium insidens,Quercus
Hysterium insidens,Quercus
Hysterium insidens,Quercus
Hypoderma ilicinum,Quercus virginiana
Hysterium hyalinum,Quercus
Hysterium hyalinum,Quercus
Hysterium gerardii,Quercus
Hysterium gerardii,Quercus
Hysterographium flexuosum,Quercus
Hysterium cookeanum,Quercus
Hysterium complanatum,Quercus
Hysterium complanatum,Quercus
Hysterium complanatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus alba
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium angustatum,Quercus
Hysterium alneum,Quercus
Hysterium alneum,Quercus
Hysterium alneum,Quercus robur
Hysterium,Quercus ilex
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hysterium,Quercus
Hypoxylon vogesiacum,Quercus agrifolia
Hypoxylon vogesiacum,Quercus semecarpifolia
Hypoxylon vogesiacum,Quercus oblongata
Hypoxylon vogesiacum,Quercus
Hypoxylon vogesiacum,Quercus
Hypoxylon vogesiacum,Quercus agrifolia
Nemania diffusa,Quercus
Euepixylon udum,Quercus
Euepixylon udum,Quercus robur
Euepixylon udum,Quercus robur
Euepixylon udum,Quercus
Euepixylon udum,Quercus
Euepixylon udum,Quercus
Euepixylon udum,Quercus
Euepixylon udum,Quercus robur
Jackrogersella cohaerens,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus lyrata
Annulohypoxylon truncatum,Quercus lyrata
Annulohypoxylon truncatum,Quercus coccinea
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus serrata
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus gomeziana
Annulohypoxylon truncatum,Quercus gomeziana
Annulohypoxylon truncatum,Quercus texana
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus lyrata
Annulohypoxylon truncatum,Quercus laurifolia
Annulohypoxylon truncatum,Quercus serrata serrata
Annulohypoxylon truncatum,Quercus garryana
Annulohypoxylon truncatum,Quercus garryana
Annulohypoxylon truncatum,Quercus garryana
Annulohypoxylon truncatum,Quercus coccinea
Annulohypoxylon truncatum,Quercus coccinea
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus laurifolia
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus laevis
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus gomeziana
Annulohypoxylon truncatum,Quercus stellata
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus montana
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus coccinea
Annulohypoxylon truncatum,Quercus coccinea
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus fabrei
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus coccinea
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus rubra
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus montana
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus macrocarpa
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus macrocarpa
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus laurifolia
Annulohypoxylon truncatum,Quercus laurifolia
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus virginiana
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus nigra
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus alba
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Annulohypoxylon truncatum,Quercus
Hypoxylon tinctor,Quercus alba
Hypoxylon tinctor,Quercus
